Company,Title,Country,City,Region Tier,Category,Employment Type,Duration,Expected Start,Expected End,Application Status,Application Deadline,Link,Source,External ID,Date Posted,Last Verified,Undergrad Eligible,Foreign University Eligible,International Eligible,Work Auth Required,Visa Sponsorship,Local Language Required,English Environment,Visa Category,Visa Explanation,Visa Route,Visa Evidence,Paid,Compensation,Currency,Housing,Relocation,Match Score,Score Breakdown,Why It Fits,Barriers,Bucket,Status,Notes,Date Applied,Interview Date,Offer Status,Follow-up Date
Internship List,"Software Developer Intern (Winter/January 2027, 12 Months)",Canada,Oakville,1,Software Engineering,Internship,8-12 months,2027-05,2027-08,Open,,https://job-boards.greenhouse.io/internshiplist2000/jobs/5389341008,greenhouse:internshiplist2000,5389341008,2026-09-02,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,No,Yes,B,no work-authorization statement found; eligibility must be confirmed,Co-op / internship work permit; often needs the placement to be degree-required,,Yes,,,Yes,Unclear,79,role 25; visa 14; pay 15; company 7; eligibility 10; location 8,Software Engineering role in Canada; visa route exists (Co-op / internship work permit); paid; explicitly Summer 2027,work authorization unstated - confirm before investing time,👀 Investigate Further,Not Applied,,,,,
Internship List,"Software Developer Intern (Winter/January 2027, 8 Months)",Canada,Oakville,1,Software Engineering,Internship,8-12 months,2027-05,2027-08,Open,,https://job-boards.greenhouse.io/internshiplist2000/jobs/5350915008,greenhouse:internshiplist2000,5350915008,2026-09-02,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,No,Yes,B,no work-authorization statement found; eligibility must be confirmed,Co-op / internship work permit; often needs the placement to be degree-required,,Yes,,,Yes,Unclear,79,role 25; visa 14; pay 15; company 7; eligibility 10; location 8,Software Engineering role in Canada; visa route exists (Co-op / internship work permit); paid; explicitly Summer 2027,work authorization unstated - confirm before investing time,👀 Investigate Further,Not Applied,,,,,
Jump Trading,Campus Systems Engineer (Intern),Netherlands,London,2,Cloud / DevOps / Infrastructure,Internship,,2027-05,2027-08,Open (cycle unconfirmed),,https://www.jumptrading.com/hr/job?gh_jid=8000323,greenhouse:jumptrading,8000323,2026-07-13,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,B,no work-authorization statement found; eligibility must be confirmed,Intern residence permit sponsored by a recognised employer,,Not publicly disclosed,,,Unclear,Unclear,79,role 22; visa 14; pay 10; company 15; eligibility 10; location 8,Cloud / DevOps / Infrastructure role in Netherlands; visa route exists (Intern residence permit sponsored by a recognised employer),work authorization unstated - confirm before investing time; compensation not publicly disclosed; English working environment unconfirmed; not confirmed as a Summer 2027 posting,👀 Investigate Further,Not Applied,,,,,
Jump Trading,Campus Systems Engineer (Full-Time),Netherlands,Amsterdam,2,Cloud / DevOps / Infrastructure,Internship,,2027-05,2027-08,Closed,,https://www.jumptrading.com/hr/job?gh_jid=8008306,greenhouse:jumptrading,8008306,2026-07-13,2026-09-06,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,B,no work-authorization statement found; eligibility must be confirmed,Intern residence permit sponsored by a recognised employer,,Not publicly disclosed,,,Unclear,Unclear,79,role 22; visa 14; pay 10; company 15; eligibility 10; location 8,Cloud / DevOps / Infrastructure role in Netherlands; visa route exists (Intern residence permit sponsored by a recognised employer),work authorization unstated - confirm before investing time; compensation not publicly disclosed; English working environment unconfirmed; not confirmed as a Summer 2027 posting,👀 Investigate Further,Closed,No longer listed on the company board,,,,
PIMCO,"2027 Summer Intern - Client Solutions & Analytics Quantitative Research Analyst (MFE), London",United Kingdom,London,1,Data Science,Full time,,2027-05,2027-08,Open,,https://pimco.wd1.myworkdayjobs.com/pimco-careers/job/London-GBR/XMLNAME-2027-Summer-Intern---Client-Solutions---Analytics-Strategist--London--MBA-_R106804,workday:pimco,R106804,,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,No,Yes,B,no work-authorization statement found; eligibility must be confirmed,Government Authorised Exchange (Tier 5 / GAE) covers student internships,,Yes,,,Yes,Yes,79,role 20; visa 14; pay 15; company 15; eligibility 6; location 9,Data Science role in United Kingdom; visa route exists (Government Authorised Exchange (Tier 5 / GAE) covers student internships); paid; explicitly Summer 2027,work authorization unstated - confirm before investing time,👀 Investigate Further,Not Applied,,,,,
Rivian and Volkswagen Group Technologies,"Software Engineering Intern - Applications, Infotainment & Mobile (January - August 2027)",Canada,Vancouver,1,Software Engineering,Intern,,2027-05,2027-08,Open,,https://jobs.ashbyhq.com/rivianvw.tech/bc8e38eb-b68c-4234-a06a-99875df7d600,ashby:rivianvw.tech,bc8e38eb-b68c-4234-a06a-99875df7d600,2026-09-04,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,No,Yes,B,no work-authorization statement found; eligibility must be confirmed,Co-op / internship work permit; often needs the placement to be degree-required,,Yes,,,Yes,Unclear,79,role 25; visa 14; pay 15; company 7; eligibility 10; location 8,Software Engineering role in Canada; visa route exists (Co-op / internship work permit); paid; explicitly Summer 2027,work authorization unstated - confirm before investing time,👀 Investigate Further,Not Applied,,,,,
IMC,Hardware Engineer Intern,Netherlands,Amsterdam,2,Hardware / Embedded,Internship,,2027-05,2027-08,Open (cycle unconfirmed),,https://job-boards.eu.greenhouse.io/imc/jobs/4927149101,greenhouse:imc,4927149101,2026-07-31,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,B,no work-authorization statement found; eligibility must be confirmed,Intern residence permit sponsored by a recognised employer,,Yes,,,Yes,Unclear,78,role 16; visa 14; pay 15; company 15; eligibility 10; location 8,Hardware / Embedded role in Netherlands; visa route exists (Intern residence permit sponsored by a recognised employer); paid,work authorization unstated - confirm before investing time; English working environment unconfirmed; not confirmed as a Summer 2027 posting,👀 Investigate Further,Not Applied,,,,,
Jump Trading,Campus Quantitative Researcher (Intern),Netherlands,London,2,Quantitative Technology,Internship,,2027-05,2027-08,Open (cycle unconfirmed),,https://www.jumptrading.com/hr/job?gh_jid=8010307,greenhouse:jumptrading,8010307,2026-07-13,2026-09-08,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,B,no work-authorization statement found; eligibility must be confirmed,Intern residence permit sponsored by a recognised employer,,Not publicly disclosed,,,Unclear,Unclear,78,role 21; visa 14; pay 10; company 15; eligibility 10; location 8,Quantitative Technology role in Netherlands; visa route exists (Intern residence permit sponsored by a recognised employer),work authorization unstated - confirm before investing time; compensation not publicly disclosed; English working environment unconfirmed; not confirmed as a Summer 2027 posting,👀 Investigate Further,Not Applied,,,,,
Jump Trading,Campus Quantitative Researcher (Full-Time),Netherlands,London,2,Quantitative Technology,Internship,,2027-05,2027-08,Closed,,https://www.jumptrading.com/hr/job?gh_jid=8050796,greenhouse:jumptrading,8050796,2026-07-13,2026-09-06,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,B,no work-authorization statement found; eligibility must be confirmed,Intern residence permit sponsored by a recognised employer,,Not publicly disclosed,,,Unclear,Unclear,78,role 21; visa 14; pay 10; company 15; eligibility 10; location 8,Quantitative Technology role in Netherlands; visa route exists (Intern residence permit sponsored by a recognised employer),work authorization unstated - confirm before investing time; compensation not publicly disclosed; English working environment unconfirmed; not confirmed as a Summer 2027 posting,👀 Investigate Further,Closed,No longer listed on the company board,,,,
Rivian and Volkswagen Group Technologies,Software Integration Engineering Intern (Fall-Spring),Germany,Berlin,2,Software Engineering,Intern,,2027-05,2027-08,Open,,https://jobs.ashbyhq.com/rivianvw.tech/986b68e0-9702-4828-9462-6adbe2984f1a,ashby:rivianvw.tech,986b68e0-9702-4828-9462-6adbe2984f1a,2026-06-04,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,B,no work-authorization statement found; eligibility must be confirmed,Internship visa for students enrolled abroad; recognised for degree-relevant placements,,Yes,,,Yes,Unclear,78,role 25; visa 14; pay 15; company 7; eligibility 10; location 7,Software Engineering role in Germany; visa route exists (Internship visa for students enrolled abroad); paid; explicitly Summer 2027,work authorization unstated - confirm before investing time; English working environment unconfirmed,👀 Investigate Further,Not Applied,,,,,
IMC,Software Engineer Intern 2027,Hong Kong,,3,Software Engineering,Internship,,2027-05,2027-08,Open,,https://job-boards.eu.greenhouse.io/imc/jobs/4941206101,greenhouse:imc,4941206101,2026-08-12,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,B,no work-authorization statement found; eligibility must be confirmed,,,Not publicly disclosed,,,Unclear,Unclear,77,role 25; visa 14; pay 10; company 15; eligibility 10; location 3,Software Engineering role in Hong Kong; explicitly Summer 2027,work authorization unstated - confirm before investing time; compensation not publicly disclosed; English working environment unconfirmed,👀 Investigate Further,Not Applied,,,,,
Jump Trading,Campus C++ Software Engineer (Intern),China,Shanghai,3,Software Engineering,Internship,,2027-05,2027-08,Open (cycle unconfirmed),,https://www.jumptrading.com/hr/job?gh_jid=8027860,greenhouse:jumptrading,8027860,2026-09-03,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,B,no work-authorization statement found; eligibility must be confirmed,,,Not publicly disclosed,,,Unclear,Unclear,77,role 25; visa 14; pay 10; company 15; eligibility 10; location 3,Software Engineering role in China,work authorization unstated - confirm before investing time; compensation not publicly disclosed; English working environment unconfirmed; not confirmed as a Summer 2027 posting,👀 Investigate Further,Not Applied,,,,,
Jump Trading,Campus Python Software Engineer (Intern),China,Shanghai,3,Software Engineering,Internship,,2027-05,2027-08,Open (cycle unconfirmed),,https://www.jumptrading.com/hr/job?gh_jid=8027923,greenhouse:jumptrading,8027923,2026-09-03,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,B,no work-authorization statement found; eligibility must be confirmed,,,Not publicly disclosed,,,Unclear,Unclear,77,role 25; visa 14; pay 10; company 15; eligibility 10; location 3,Software Engineering role in China,work authorization unstated - confirm before investing time; compensation not publicly disclosed; English working environment unconfirmed; not confirmed as a Summer 2027 posting,👀 Investigate Further,Not Applied,,,,,
Jump Trading,Campus Trading Team Software Engineer  (Intern),Hong Kong,,3,Software Engineering,Internship,,2027-05,2027-08,Closed,,https://www.jumptrading.com/hr/job?gh_jid=7565728,greenhouse:jumptrading,7565728,2026-02-05,2026-09-06,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,B,no work-authorization statement found; eligibility must be confirmed,,,Not publicly disclosed,,,Unclear,Unclear,77,role 25; visa 14; pay 10; company 15; eligibility 10; location 3,Software Engineering role in Hong Kong; explicitly Summer 2027,work authorization unstated - confirm before investing time; compensation not publicly disclosed; English working environment unconfirmed,👀 Investigate Further,Closed,No longer listed on the company board,,,,
Stripe,"Software Engineer, Intern",India,Bengaluru,3,Software Engineering,Internship,,2027-05,2027-08,Open (cycle unconfirmed),,https://stripe.com/jobs/search?gh_jid=8031833,greenhouse:stripe,8031833,2026-07-10,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,B,no work-authorization statement found; eligibility must be confirmed,Home country - no visa needed,,Not publicly disclosed,,,Unclear,Unclear,77,role 25; visa 14; pay 10; company 15; eligibility 10; location 3,Software Engineering role in India; visa route exists (Home country - no visa needed),work authorization unstated - confirm before investing time; compensation not publicly disclosed; English working environment unconfirmed; not confirmed as a Summer 2027 posting,👀 Investigate Further,Not Applied,,,,,
Internship List,"Vehicle Systems Engineering Intern (Winter/January 2027, 4- 8 Months)",Canada,Waterloo,1,Cloud / DevOps / Infrastructure,Internship,4-8 months,2027-05,2027-08,Open,,https://job-boards.greenhouse.io/internshiplist2000/jobs/5381043008,greenhouse:internshiplist2000,5381043008,2026-09-01,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,No,Yes,B,no work-authorization statement found; eligibility must be confirmed,Co-op / internship work permit; often needs the placement to be degree-required,,Yes,,,Yes,Unclear,76,role 22; visa 14; pay 15; company 7; eligibility 10; location 8,Cloud / DevOps / Infrastructure role in Canada; visa route exists (Co-op / internship work permit); paid; explicitly Summer 2027,work authorization unstated - confirm before investing time,👀 Investigate Further,Not Applied,,,,,
Tower Research Capital,"Quantitative Researcher Intern, Bachelor's or Master's",Singapore,,1,Quantitative Technology,Internship,,2027-05,2027-08,Open (cycle unconfirmed),,https://www.tower-research.com/open-positions/?gh_jid=8168750,greenhouse:towerresearchcapital,8168750,2026-09-01,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,No,Yes,B,no work-authorization statement found; eligibility must be confirmed,Training Employment Pass or Work Holiday Pass,,Yes,,,Unclear,Unclear,76,role 21; visa 14; pay 15; company 11; eligibility 5; location 10,Quantitative Technology role in Singapore; visa route exists (Training Employment Pass or Work Holiday Pass); paid,work authorization unstated - confirm before investing time; may target masters students; not confirmed as a Summer 2027 posting,👀 Investigate Further,Not Applied,,,,,
Virtu Financial,2027 Internship – Software Engineer ,Singapore,,1,Software Engineering,Internship,10 weeks,2027-05,2027-08,Open,,https://job-boards.greenhouse.io/virtu/jobs/5513756002,greenhouse:virtu,5513756002,2021-08-31,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,No,Yes,B,no work-authorization statement found; eligibility must be confirmed,Training Employment Pass or Work Holiday Pass,,Not publicly disclosed,,,Unclear,Unclear,76,role 25; visa 14; pay 10; company 7; eligibility 10; location 10,Software Engineering role in Singapore; visa route exists (Training Employment Pass or Work Holiday Pass); explicitly Summer 2027,work authorization unstated - confirm before investing time; compensation not publicly disclosed,👀 Investigate Further,Not Applied,,,,,
Brunswick,Software Engineering Intern,Netherlands,Amsterdam,2,Software Engineering,Full time,,2027-05,2027-08,Open (cycle unconfirmed),,https://brunswick.wd1.myworkdayjobs.com/search/job/Amsterdam-Netherlands/Software-Engineering-Intern_JR-051328,workday:brunswick,JR-051328,,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,B,no work-authorization statement found; eligibility must be confirmed,Intern residence permit sponsored by a recognised employer,,Yes,,,Yes,Unclear,75,role 25; visa 14; pay 15; company 7; eligibility 6; location 8,Software Engineering role in Netherlands; visa route exists (Intern residence permit sponsored by a recognised employer); paid,work authorization unstated - confirm before investing time; English working environment unconfirmed; not confirmed as a Summer 2027 posting,👀 Investigate Further,Not Applied,,,,,
Brunswick,Electrical Engineering Intern,Netherlands,Amsterdam,2,Software Engineering,Full time,,2027-05,2027-08,Open (cycle unconfirmed),,https://brunswick.wd1.myworkdayjobs.com/search/job/Amsterdam-Netherlands/Electrical-Engineering-Intern_JR-051326,workday:brunswick,JR-051326,,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,B,no work-authorization statement found; eligibility must be confirmed,Intern residence permit sponsored by a recognised employer,,Yes,,,Yes,Unclear,75,role 25; visa 14; pay 15; company 7; eligibility 6; location 8,Software Engineering role in Netherlands; visa route exists (Intern residence permit sponsored by a recognised employer); paid,work authorization unstated - confirm before investing time; English working environment unconfirmed; not confirmed as a Summer 2027 posting,👀 Investigate Further,Not Applied,,,,,
DV Trading,Software Engineer Intern - Summer 2027 (DV Commodities),United Kingdom,London,1,Software Engineering,Internship,,2027-05,2027-08,Open,,https://job-boards.greenhouse.io/dvtrading/jobs/4719125005,greenhouse:dvtrading,4719125005,2026-08-10,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,No,Yes,B,no work-authorization statement found; eligibility must be confirmed,Government Authorised Exchange (Tier 5 / GAE) covers student internships,,Not publicly disclosed,,,Unclear,Unclear,75,role 25; visa 14; pay 10; company 7; eligibility 10; location 9,Software Engineering role in United Kingdom; visa route exists (Government Authorised Exchange (Tier 5 / GAE) covers student internships); explicitly Summer 2027,work authorization unstated - confirm before investing time; compensation not publicly disclosed,👀 Investigate Further,Not Applied,,,,,
Manulife,Summer Intern 2027 - AI,Canada,Toronto,1,Machine Learning / AI,Full time,,2027-05,2027-08,Open,,https://manulife.wd3.myworkdayjobs.com/mfcjh_jobs/job/Toronto-Ontario/Summer-Intern-2027---AI_JR26081688,workday:manulife,JR26081688,,2026-09-08,Yes,Unclear,Unclear,Unclear,Unclear,No,Yes,B,no work-authorization statement found; eligibility must be confirmed,Co-op / internship work permit; often needs the placement to be degree-required,,Yes,,,Yes,Unclear,75,role 25; visa 14; pay 15; company 7; eligibility 6; location 8,Machine Learning / AI role in Canada; visa route exists (Co-op / internship work permit); paid; explicitly Summer 2027,work authorization unstated - confirm before investing time,👀 Investigate Further,Not Applied,,,,,
Manulife,Summer Intern 2027 - Software Engineering,Canada,Toronto,1,Software Engineering,Full time,,2027-05,2027-08,Open,,https://manulife.wd3.myworkdayjobs.com/mfcjh_jobs/job/Toronto-Ontario/Summer-Intern-2027---Software-Engineering_JR26081684,workday:manulife,JR26081684,,2026-09-08,Yes,Unclear,Unclear,Unclear,Unclear,No,Yes,B,no work-authorization statement found; eligibility must be confirmed,Co-op / internship work permit; often needs the placement to be degree-required,,Yes,,,Yes,Unclear,75,role 25; visa 14; pay 15; company 7; eligibility 6; location 8,Software Engineering role in Canada; visa route exists (Co-op / internship work permit); paid; explicitly Summer 2027,work authorization unstated - confirm before investing time,👀 Investigate Further,Not Applied,,,,,
Manulife,Summer Intern 2027 - Software Engineering,Canada,Waterloo,1,Software Engineering,Full time,,2027-05,2027-08,Open,,https://manulife.wd3.myworkdayjobs.com/mfcjh_jobs/job/Waterloo-Ontario/Summer-Intern-2027---Software-Engineering_JR26081686,workday:manulife,JR26081686,,2026-09-08,Yes,Unclear,Unclear,Unclear,Unclear,No,Yes,B,no work-authorization statement found; eligibility must be confirmed,Co-op / internship work permit; often needs the placement to be degree-required,,Yes,,,Yes,Unclear,75,role 25; visa 14; pay 15; company 7; eligibility 6; location 8,Software Engineering role in Canada; visa route exists (Co-op / internship work permit); paid; explicitly Summer 2027,work authorization unstated - confirm before investing time,👀 Investigate Further,Not Applied,,,,,
Perplexity,Internship - Search Machine Learning Engineer,United Kingdom,London,1,Machine Learning / AI,FullTime,12-24 weeks,2027-05,2027-08,Open (cycle unconfirmed),,https://jobs.ashbyhq.com/perplexity/71168628-1998-47d3-87a9-be7bc56a430d,ashby:perplexity,71168628-1998-47d3-87a9-be7bc56a430d,2026-04-08,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,No,Yes,B,no work-authorization statement found; eligibility must be confirmed,Government Authorised Exchange (Tier 5 / GAE) covers student internships,,Not publicly disclosed,,,Unclear,Unclear,75,role 25; visa 14; pay 10; company 11; eligibility 6; location 9,Machine Learning / AI role in United Kingdom; visa route exists (Government Authorised Exchange (Tier 5 / GAE) covers student internships),work authorization unstated - confirm before investing time; compensation not publicly disclosed; not confirmed as a Summer 2027 posting,👀 Investigate Further,Not Applied,,,,,
Tower Research Capital,"Quantitative Research Internship - 6 Months, Central Execution Research",United Kingdom,London,1,Quantitative Technology,Internship,6 months,2027-05,2027-08,Open (cycle unconfirmed),,https://www.tower-research.com/open-positions/?gh_jid=8113986,greenhouse:towerresearchcapital,8113986,2026-08-12,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,No,Yes,B,no work-authorization statement found; eligibility must be confirmed,Government Authorised Exchange (Tier 5 / GAE) covers student internships,,Not publicly disclosed,,,Unclear,Unclear,75,role 21; visa 14; pay 10; company 11; eligibility 10; location 9,Quantitative Technology role in United Kingdom; visa route exists (Government Authorised Exchange (Tier 5 / GAE) covers student internships),work authorization unstated - confirm before investing time; compensation not publicly disclosed; not confirmed as a Summer 2027 posting,👀 Investigate Further,Not Applied,,,,,
Virtu Financial,2027 Internship - Software Engineer,Ireland,Dublin,1,Software Engineering,Internship,10 weeks,2027-05,2027-08,Open,,https://job-boards.greenhouse.io/virtu/jobs/8551566002,greenhouse:virtu,8551566002,2026-07-20,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,No,Yes,B,no work-authorization statement found; eligibility must be confirmed,Atypical Working Scheme covers short internships for non-EEA students,,Not publicly disclosed,,,Unclear,Unclear,75,role 25; visa 14; pay 10; company 7; eligibility 10; location 9,Software Engineering role in Ireland; visa route exists (Atypical Working Scheme covers short internships for non-EEA students); explicitly Summer 2027,work authorization unstated - confirm before investing time; compensation not publicly disclosed,👀 Investigate Further,Not Applied,,,,,
Cohere,Research Internship (Winter 2027),Canada,,1,Research,FullTime,4-6 months,2027-05,2027-08,Open,,https://jobs.ashbyhq.com/cohere/73bd3e2b-6597-4124-b64b-1e5dbc32e785,ashby:cohere,73bd3e2b-6597-4124-b64b-1e5dbc32e785,2026-05-01,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,No,Yes,B,no work-authorization statement found; eligibility must be confirmed,Co-op / internship work permit; often needs the placement to be degree-required,,Yes,,,Yes,Unclear,74,role 20; visa 14; pay 15; company 11; eligibility 6; location 8,Research role in Canada; visa route exists (Co-op / internship work permit); paid; explicitly Summer 2027,work authorization unstated - confirm before investing time,👀 Investigate Further,Not Applied,,,,,
Internship List,"Data Analyst Intern (Winter/January 2027, 8+ Months)",Canada,Oakville,1,Data Science,Internship,,2027-05,2027-08,Open,,https://job-boards.greenhouse.io/internshiplist2000/jobs/5324252008,greenhouse:internshiplist2000,5324252008,2026-09-02,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,No,Yes,B,no work-authorization statement found; eligibility must be confirmed,Co-op / internship work permit; often needs the placement to be degree-required,,Yes,,,Yes,Unclear,74,role 20; visa 14; pay 15; company 7; eligibility 10; location 8,Data Science role in Canada; visa route exists (Co-op / internship work permit); paid; explicitly Summer 2027,work authorization unstated - confirm before investing time,👀 Investigate Further,Not Applied,,,,,
Internship List,"Data Scientist Intern (Winter/January 2027, 4-8 Months)",Canada,Oakville,1,Data Science,Internship,4-8 months,2027-05,2027-08,Open,,https://job-boards.greenhouse.io/internshiplist2000/jobs/5383410008,greenhouse:internshiplist2000,5383410008,2026-09-02,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,No,Yes,B,no work-authorization statement found; eligibility must be confirmed,Co-op / internship work permit; often needs the placement to be degree-required,,Yes,,,Yes,Unclear,74,role 20; visa 14; pay 15; company 7; eligibility 10; location 8,Data Science role in Canada; visa route exists (Co-op / internship work permit); paid; explicitly Summer 2027,work authorization unstated - confirm before investing time,👀 Investigate Further,Not Applied,,,,,
Internship List,"Insights & Integrations Consultancy, Data Scientist Intern (Winter/January 2027, 4 - 8 Months)",Canada,Oakville,1,Data Science,Internship,4-8 months,2027-05,2027-08,Open,,https://job-boards.greenhouse.io/internshiplist2000/jobs/5156504008,greenhouse:internshiplist2000,5156504008,2026-05-04,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,No,Yes,B,no work-authorization statement found; eligibility must be confirmed,Co-op / internship work permit; often needs the placement to be degree-required,,Yes,,,Yes,Unclear,74,role 20; visa 14; pay 15; company 7; eligibility 10; location 8,Data Science role in Canada; visa route exists (Co-op / internship work permit); paid; explicitly Summer 2027,work authorization unstated - confirm before investing time,👀 Investigate Further,Not Applied,,,,,
Tower Research Capital,Quantitative Developer Intern,France,Paris,3,Quantitative Technology,Internship,,2027-05,2027-08,Open,,https://www.tower-research.com/open-positions/?gh_jid=7011493,greenhouse:towerresearchcapital,7011493,2025-06-25,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,B,no work-authorization statement found; eligibility must be confirmed,,,Yes,,,Unclear,Unclear,74,role 21; visa 14; pay 15; company 11; eligibility 10; location 3,Quantitative Technology role in France; paid; explicitly Summer 2027,work authorization unstated - confirm before investing time; English working environment unconfirmed,👀 Investigate Further,Not Applied,,,,,
Zip,Software Engineer Intern (Winter 2027),Canada,Toronto,1,Software Engineering,Intern,,2027-05,2027-08,Open,,https://jobs.ashbyhq.com/zip/2bc7327b-1c06-418a-beeb-bec1dd70480e,ashby:zip,2bc7327b-1c06-418a-beeb-bec1dd70480e,2026-08-11,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,No,Yes,B,no work-authorization statement found; eligibility must be confirmed,Co-op / internship work permit; often needs the placement to be degree-required,,Not publicly disclosed,,,Unclear,Unclear,74,role 25; visa 14; pay 10; company 7; eligibility 10; location 8,Software Engineering role in Canada; visa route exists (Co-op / internship work permit); explicitly Summer 2027,work authorization unstated - confirm before investing time; compensation not publicly disclosed,👀 Investigate Further,Not Applied,,,,,
Celonis,Intern AI & Management Consulting (Value Engineering),France,Paris,3,Machine Learning / AI,Internship,6 months,2027-05,2027-08,Open (cycle unconfirmed),,https://job-boards.greenhouse.io/celonis/jobs/7767090003?gh_jid=7767090003,greenhouse:celonis,7767090003,2026-07-01,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,B,no work-authorization statement found; eligibility must be confirmed,,,Not publicly disclosed,,,Unclear,Unclear,73,role 25; visa 14; pay 10; company 11; eligibility 10; location 3,Machine Learning / AI role in France,work authorization unstated - confirm before investing time; compensation not publicly disclosed; English working environment unconfirmed; not confirmed as a Summer 2027 posting,👀 Investigate Further,Not Applied,,,,,
IMC,Quantitative Research Intern 2027,Hong Kong,,3,Quantitative Technology,Internship,,2027-05,2027-08,Open,,https://job-boards.eu.greenhouse.io/imc/jobs/4941208101,greenhouse:imc,4941208101,2026-08-12,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,B,no work-authorization statement found; eligibility must be confirmed,,,Not publicly disclosed,,,Unclear,Unclear,73,role 21; visa 14; pay 10; company 15; eligibility 10; location 3,Quantitative Technology role in Hong Kong; explicitly Summer 2027,work authorization unstated - confirm before investing time; compensation not publicly disclosed; English working environment unconfirmed,👀 Investigate Further,Not Applied,,,,,
Jump Trading,Campus Quantitative Researcher (Intern),Hong Kong,,3,Quantitative Technology,Internship,,2027-05,2027-08,Open (cycle unconfirmed),,https://www.jumptrading.com/hr/job?gh_jid=8027900,greenhouse:jumptrading,8027900,2026-08-24,2026-09-08,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,B,no work-authorization statement found; eligibility must be confirmed,,,Not publicly disclosed,,,Unclear,Unclear,73,role 21; visa 14; pay 10; company 15; eligibility 10; location 3,Quantitative Technology role in Hong Kong,work authorization unstated - confirm before investing time; compensation not publicly disclosed; English working environment unconfirmed; not confirmed as a Summer 2027 posting,👀 Investigate Further,Not Applied,,,,,
Jump Trading,Campus Quantitative Researcher (M1/M2 Intern),France,London,3,Quantitative Technology,Internship,,2027-05,2027-08,Open (cycle unconfirmed),,https://www.jumptrading.com/hr/job?gh_jid=8059384,greenhouse:jumptrading,8059384,2026-07-13,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,B,no work-authorization statement found; eligibility must be confirmed,,,Not publicly disclosed,,,Unclear,Unclear,73,role 21; visa 14; pay 10; company 15; eligibility 10; location 3,Quantitative Technology role in France,work authorization unstated - confirm before investing time; compensation not publicly disclosed; English working environment unconfirmed; not confirmed as a Summer 2027 posting,👀 Investigate Further,Not Applied,,,,,
Jump Trading,Campus Quantitative Researcher (Off-Cycle - Winter/Spring 2027 Intern) ,Hong Kong,,3,Quantitative Technology,Internship,,2027-05,2027-08,Open,,https://www.jumptrading.com/hr/job?gh_jid=8027898,greenhouse:jumptrading,8027898,2026-08-25,2026-09-08,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,B,no work-authorization statement found; eligibility must be confirmed,,,Not publicly disclosed,,,Unclear,Unclear,73,role 21; visa 14; pay 10; company 15; eligibility 10; location 3,Quantitative Technology role in Hong Kong; explicitly Summer 2027,work authorization unstated - confirm before investing time; compensation not publicly disclosed; English working environment unconfirmed,👀 Investigate Further,Not Applied,,,,,
